id,puzzle,solution,clues,difficulty
37679,.8...192.4...2..6...29...4.7.1..3..4..8......5..6...93.35....8............6..8..1,683741925479325168152986347761893254398452716524617893235174689817569432946238571,25,0.0
1722542,2.5.3.....7..4.......7.........53.1.8.7..2.....4.....6..836....649...7.8...8..1.4,285136479371249685496785321962453817857612943134978256718364592649521738523897164,25,0.0
2401022,.8........69.7.3.......45.7.978.3.......5..73...4....2..57...1.8.....2..12.....4.,784395126569271384231684597697823451412956873358417962945732618876149235123568749,25,0.0
2380057,....84..65..7..8....1.......7...5..1.93.6.4..8.......7.362...1....6...7...9.3...8,327984156564713892981526743672345981193867425845192637436278519218659374759431268,25,0.0
148689,.9....83.......9......4....2.7.8......67.....15...3..2..4.1..5..3.9......71....43,592176834418235967763849521247581396386792415159463782824317659635924178971658243,23,0.0
2517441,.....6...436.2.9.....1...8..8....296...9.....35...7.....841..5.5.....4...2......3,891746325436528971275139684187354296642981537359267148968413752513872469724695813,24,0.0
1573051,364.7.......8..72....3....67..23.....8.5..9....2...4.1..3.......2..8.........6..5,364172859951864723278359146749231568186547932532698471693715284425983617817426395,23,0.0
2482155,7...8......3.72.1...59..3.....846.39......7.......96......9......8..34....12...76,716385294493672815285914367127846539639521748854739621562497183978163452341258976,25,0.0
2137169,.7..69.2....5471...6..8...4...31...5......26.9....8.13...7...8.2.9......18.......,473169528892547136561283974746312895318495267925678413654721389239856741187934652,26,0.0
2730782,.....6349.9.1....8.....7...3.2..48...4.....71...........3......6..3...2..1.6.2..5,751826349294135768836497512372514896548963271169278453923751684685349127417682935,23,0.0
342260,...4.8..5.2..35.67.....6.9......7.3..45......6.81...5..6........59..3.76..2..4...,976418325124935867583726491291857634745362918638149752867591243459283176312674589,26,0.0
1689566,.65.3....7.....6.....8.1.2...8....1.4...9.........54......8.5.6...91....932.5....,865732149721549683349861725658324917417698352293175468174283596586917234932456871,23,0.0
1056431,87.....6.1............16.48.....2...7..1.5.89.6....417...8....5.5...4....382.....,874529163196348572325716948981472356743165289562983417419837625257694831638251794,25,0.0
2150190,.9.2.4...6.3.7........8........2574...5...6...62.3.1.....9..3.7..6...4.5.7..6....,197254836683179524524386971918625743345791682762438159851942367236817495479563218,25,0.0
