id,puzzle,solution,clues,difficulty
2580352,6......3..7.9.....9..8....2.86....95...6...2...542.8.....23..5...1.4...8........6,648712539172953684953864712286371495439685127715429863864237951391546278527198346,24,1.6
2916198,..235..7.5.7....94.4...92......4.7.9...8.2..........4..19....2..6..8....3.....51.,692354871537218694841769253126543789473892165958176342719635428265481937384927516,25,1.6
246805,6...59.1....2..3...3..4.9...7....5.9.....2...2.9...6.8.98....65...8......14.....2,687359214945261387132748956471683529863592741259174638398427165726815493514936872,25,1.6
2012229,6...2...1.....8........6397.4....7.....1.34..1......52..6.84...52......8......9..,639427581751398246482516397945862713278153469163749852396284175524971638817635924,23,1.6
1233730,2....8..6..........385..4.....94.36.3.........9.2.5...95..7.....2.1..7..4.7.5..32,249318576561724893738569421182947365375681249694235187953472618826193754417856932,26,1.6
2268014,.64....89.8...1.65......2....57.....6........73....45.9..2..3.......5.1.2......4.,564327189382491765197856234425718693619543827738962451951284376843675912276139548,23,1.6
506375,....3..68.7....4...4.5.82.1..2..6..7.87..1..9..59.........6.....9....7....1....82,219734568578612493346598271932486157487251639165973824724869315893125746651347982,25,1.6
2310801,..5.......8.5..26..2.16....7...1.4..95...48.2.......1..4..8.79...3...5.....2.7...,615723984387549261429168357768912435951634872234875619542381796173496528896257143,25,1.6
1821869,.36..1..4.9......8....7....7..1....9.....5.1.4.52....7.4....8...815.3.72...9.....,236891754197456238854372961768134529329785416415269387542617893981543672673928145,25,1.6
906209,.1...53....7.....1.6....7..9...4..5.5..2.1.4.....3...66.8...........9.2.3.2.8....,419765382857923461263814795981647253536291847724538916678452139145379628392186574,23,1.6
2704093,.3..8..5.4..95..87..8.6.2..1972.................47..2197......8.........546..3.7.,239187456461952387758364219197236845624518793385479621972641538813725964546893172,27,1.6
2984732,7.5.9..12........3.8..4..6....528....3...9..5.2..7...62......9...1....2....1..63.,745396812692781453183245967416528379837619245529473186264837591351964728978152634,25,1.6
1928995,.8...962..........2.3..85..5...4.891...5..3.7.....64...2...5...96.3........7...1.,784159623695423178213678549536247891842591367179836452421985736967314285358762914,25,1.6
1963731,.....6.......2.7.4...78..25.6...9.4.7.3.........5..1....72.3..89...7.6.2..6......,274356981385921764619784325561839247743612859892547136157263498938475612426198573,24,1.6
1323803,.5.79.......3.8.91.....2.3...2..6..3............5.17..3..2....48....7.65..6...1..,153794628267358491984612537412976853795483216638521749371265984829147365546839172,24,1.6
2400842,.35.....1....9...2.8..4.7...79....43.6.48...5.4...6........2.5.4..5.....6.3...2..,935728461714693582286145739879251643361487925542936178197362854428579316653814297,25,1.6
311847,..2....7......38.9.3...6..2..5.....7.8..19...9..3...6........1..5..6.4.8.214.....,842195673167243859539876142315624987286719534974358261498532716753961428621487395,24,1.6
