id,puzzle,solution,clues,difficulty
2929913,7.43.........5..2..58..............1..3...276..57.2....829....55..8..73...7.4.1..,724391568139658427658274913276439851493185276815762394382917645541826739967543182,26,3.9
813517,.1...4...7......9..3.21..6....63..186..89..4...........2......69....5.231.....7..,219764835746358291538219467492637518675891342381542679824173956967485123153926784,24,3.9
1844060,.9.2.....2.4.86....5...73......7..8..1...4.9.3.7...45......5.........6129.1.6....,798253164234186975156947328549671283812534796367829451623715849475398612981462537,25,3.9
2180593,.......5......4...48.67...96....792..4.2.38......6...471...6.4.9.....1....8.3....,376918452591324687482675319635847921149253876827169534713596248954782163268431795,25,4.0
2920690,5....2....3........6...1..8....8..64...276.81.8......7417.3.........7...3..1...5.,574862319138794625269351478721583964943276581685419237417635892856927143392148756,24,4.0
1968231,.....319..4.2.1.7.....4....4.3..8......7..6...2......5..9.3......65...39.......8.,762853194945261378318947562453618927891725643627394815289436751176582439534179286,22,4.0
1376861,.2.....4546...7.2...............6..1.....3....417....28...9...7.......1.6..8519..,328169745469537128157248693735926481286413579941785362813694257594372816672851934,23,4.0
200104,........9..3.427..7..9..31....7...6.1.5.6.8..4........8...5......16....3.....89..,218573649693142758754986312982731564135264897467895231849357126571629483326418975,23,4.0
1429373,.6.7..4..9.1.3...55....2......1....2...3.65.........37.7.8.4....5....2..8...9....,368751429921438765547962183635147892792386541184529637273814956459673218816295374,23,4.0
1519327,.3...6.9.6.51.8...9..3.5.8......42......2.6.9..1........4..7.6...9.5...8.8......1,837246195645198372912375486396584217458721639271639854524817963169453728783962541,25,4.0
202953,8.....4....75.3....3...8..53..7.9.5....1.23......8.6.2.7.2...1.1.....2..58......4,815976423467523189239418765326749851958162347741385692673294518194857236582631974,26,4.0
2798224,5.8..6..4.1...3.......7..2.4.....2.......9..6.9..3..57..31....5..47...3.2.....8..,538926714712843569946571328485617293327459186691238457873192645164785932259364871,24,4.0
436802,.2..358....56.....7.68....2.........497..2.6...27..1.........4.65.2...18.....1..9,921435876385627491746819352168354927497182563532796184213978645659243718874561239,26,4.0
672520,1....2.....9.38.47.4.79....6..2..15..3.6..7..5......3....3....8..5..1...49......1,167542983259138647843796215674283159938615724521479836716324598385961472492857361,26,4.0
953599,......5...1..2..37..41.....2....4.8.7....8.......6....8.24.....9.53....8.3.9...6.,387649521619825437524137896256794183793218654148563972872456319965371248431982765,23,4.0
1786462,...58......726.8..68..1...296.........4.......7..2.3...1.8..27.....74..5....5..4.,132587469547269831689413752963741528254938617871625394415896273326174985798352146,25,4.0
1192939,6.8....3..2314.....1......28..4......3569.71...6..7.......3.96......15.....8..2..,648972135723145896519386472871453629235698714496217358182534967964721583357869241,26,4.0
2223152,69.....73..7.9.1..4.........6....3.....3.6..2...8..4......18...83...7...2.5...9..,692481573387295146451763829769142358148356792523879461976518234834927615215634987,23,4.0
2609062,.....2..7..68.31....7...56...5.4.8...........9.....61.5...17.....156.98..6.......,819652347456873192237491568175246839643189275982735614598317426721564983364928751,24,4.0
2361186,3...6..2..7....56..5.1..3.4....59..28.......1.........5..8.....6..52...3.41..3...,384765129172934568956182374713459682825376941469218735537841296698527413241693857,24,4.0
243841,.....4.5.....15..8..276....1.8.....4..34..1.....3...9.964.....33...5.....7....91.,716834259439215768582769431198576324653492187247381695964128573321957846875643912,25,4.0
377369,.5..8..1.9.8........3.....6....92.........3....6..45....2.4..5.6.....9.4.3...1.27,257386419968417235143925876384592761591768342726134598872649153615273984439851627,23,4.0
799619,.7..5...41....853.......1...5...4.....2.1....84.5.23..5...9...8..6.8.4....4...7..,378156924129748536465329187653974812792813645841562379537491268916287453284635791,25,4.0
1646917,..........2..6...87......292..3..5.....72.....54....9..7.9...........43..41..8..5,135892764429167358768453129287349516916725843354681297573914682892576431641238975,22,4.0
1281395,..1....3..745.....96.......5....6...8..7.2..3.9.1..8......5.41.7....9......2...76,281964735374521689965873124537486291816792543492135867629357418748619352153248976,24,4.0
2127780,.3......95....92.....634....8.1.7.3.....5....1..2..47.8.9..1.....1...98.27......1,637512849514879263928634517485197632762453198193286475859361724341725986276948351,26,4.0
1644644,......1..826.....951..2...86..7.2....3...67.....8.4.31..4....17.6.9.........57...,493685172826173459517429368641732895938516724275894631354268917762941583189357246,26,4.0
2051023,...3..2.5....8..6......53.9.5.7.......65.9...817......1.4.......68...4.2.3...7..1,741396285593281764682475319459738126326519847817624953174962538968153472235847691,25,4.0
2960679,2....7..5.7.3.5..44............39..6..65..9.......4.3...12....3.6.........9..152.,293487165678315294415926387124839756386572941957164832541298673862753419739641528,24,4.0
1631543,4......6...3.5...7.....139.7...4...61.8.32.7.......2.....5.48......6..532..8.....,481397562923658147657421398732145986168932475549786231376514829814269753295873614,25,4.0
1222599,.14.2.8..9..7....3.8.......1...7......3.6......634..174.....9.1.......2869.5.....,514623879962784153387951642149275386273168495856349217425837961731496528698512734,25,4.0
1213685,.913....8.5.8.1..77...5...3...48.1....7.69.8...............7....8...6.9...691..4.,291374658653891427748652913962483175537169284814725369129547836485236791376918542,26,4.0
1563678,..7.6.9.11..48..6........5.92....3.....7.......3..16.2..1..7....758.....4........,587362941192485763346179258924658317618723594753941682861537429275894136439216875,23,4.0
1367767,9253..........2.......7..1685.......3..62.....628.4.7..8.2..46.....9.8.2.........,925361748617482395438975216859713624374629581162854973581237469743196852296548137,25,4.0
2622634,48.7..1.66....4......6....3.1....9.29.713.....4...5..7......62...5........2.8....,489723156653814279271659483518467932927138564346295817834971625165342798792586341,24,4.0
477919,..91.........2.6.3.3.....84..5..6.....2..4.7.6...9....59...1..7......3.1..435....,469183725758429613231675984385716492912834576647592138593261847826947351174358269,24,4.0
1391077,.2.7.....3.19.8....4...213....489..7....7.5..9.....4........6...1.3...2..86......,825713946361948275749562138152489367634271589978635412493827651517396824286154793,24,4.0
2963421,6.1.4..58.7..9..6....5..7..5..9.41...9..52.8....3.....7.3.1..2.4......3...8......,621743958875291364934586712582964173397152486146378295763415829459827631218639547,26,4.0
494303,.....7.9.9..13.8.5.......1...17..6.8....5....5..6812......2.7.4.45..9...8........,318567492964132875752948316421793658687254931539681247196325784245879163873416529,25,4.0
1909153,8.93...........7.....1...34.....6.2...3.8..4.15.4.9....9...53..7..82..5.3.......8,829374516431568792567192834984756123673281945152439687298645371716823459345917268,25,4.0
1476749,8...3.....9.4....62.5..8..1.....47.33......1...8.9..2....24.........3...179.6....,864931275791452836235678491926184753347526918518397624653249187482713569179865342,24,4.0
2650060,.....1...6.....82...372.4.574...2..9..2.......6847....8.126.....9.8..3.......7...,429581736657349821183726495745132689312698547968475213871263954596814372234957168,26,4.0
546514,.7..45.1..........2..173.9..23......1..3.....5....91....2...671.....1..23..9..4..,978245316431896257265173894623718549149352768587469123892534671754681932316927485,25,4.0
2112491,.8423.....7...5...6....7...3..98...1.5.7..98........3...8...2..5......47...3.2..5,184239576273865419695147328327984651456713982819526734768451293532698147941372865,25,4.0
2232478,...6.......9..17...175....2....95.4.....4.1.....3....9..3.2.4.5.52...89..9.8....1,528674913369281754417539682276195348935748126841362579183927465652413897794856231,26,4.0
701345,6....9....79...1..4......6..8.4.........5.32...4..18..9...86....4..75...8..9..6.3,628149537579863142413527968385492716791658324264731895937286451146375289852914673,25,4.0
1773676,47...59....1.4.........73.8.5....89.3.8....2..6.5...7.5..48............1....2.6..,473865912981243567625917348754132896398674125162598473517486239246359781839721654,24,4.0
929183,31..6.25.4..........5.4.1.....1...3.....5.6.8....32...5.3...87.9.4..8.....7.....6,318769254476521983295843167659187432732954618841632795523416879964378521187295346,25,4.0
1486829,.........798..6..54..2..3.98....75....3.......6.39..1..2..8......7.4...2...71.9.8,632954781798136245451278369819467523573821496264395817925683174187549632346712958,26,4.0
1427375,...3.............7.86.4..3.....269...4......6..9...75...7..92.......5....347...8.,475391628123658497986247135718526943542973816369184752857439261291865374634712589,22,4.0
2415209,.8....39....7..41.73...4...57..9...............3..12.......5.2.85...6...2..9..6..,184562397625739418739184562572693184418257936963841275396475821851326749247918653,23,4.0
1326433,5....63......9..1.3.4..26....7.84..2..1.........2....7.....8....2....73..6.5..2.1,518746329672395814394812675937684152281957463456231987743128596125469738869573241,24,4.0
2695784,15.6.8......5.....9.8.43..58.13....4.6.......49.1..87......7.9.5.3.6.4...........,157698342634512789928743615871359264362874951495126873216437598583961427749285136,26,4.0
1246030,1....52.8...81...6.8...69....153..9...4....21.5......34.96.....6..9.3...7...4....,196375248247819356583426917871532694364798521952164783429687135618953472735241869,27,4.0
1218587,9.....1.2.5......4..28.1.5.4..7.....6....97.1....12.........6......8...917.....8.,984375162351296874762841953419738526628459731537612498895123647246587319173964285,23,4.0
1954816,..2.5.....4...16....87.3.....6.853.....4......5..3....1.......9..4.6...3.63..417.,932856714547921638618743925476285391389417256251639847125378469794162583863594172,25,4.0
1430959,...7.924......6.3...1.2.9..1...5.6..4..3...9...38.....6......8..8.....24.74...1..,856739241249186537731425968128954673467312895593867412612543789985671324374298156,25,4.0
2723676,71.5........4..2..35.6.8....7....9.59..3...4......98...4......61....2.....8..6..7,712593468689471253354628719871264935925387641463159872247815396196732584538946127,24,4.0
1755572,68.2...3...1..97........9.....9..5..31.6.5.....4...6.1...3..8.72..48.....6.......,689274135531869724472153968726918543318645279954732681145326897297481356863597412,24,4.0
461611,..6.41.....9..74.1.4....3..6....9.3...1.....8.9.3.45...1.68..2.2.......5.........,736941852589237461142568379654819237321756948897324516913685724268473195475192683,24,4.0
2782233,..8.7.......3.2..4.4.....3...7286.........6.9....3.5...19.......6..28..3.8.1.57..,398674152571392864642851937957286341834517629126439578419763285765928413283145796,25,4.0
229636,........4..6...97828...4.5.5.8...2..3....7...9..24......5..6.81...8.1.....2.3.7..,173589624456312978289764153548193267321657849967248315735926481694871532812435796,26,4.0
1675851,51.....74......2.....4.7.....1.6..9.4..9.5....53...6.....2....3.7..1.8..6...53...,512896374749531286836427951281364597467985132953172648195248763374619825628753419,24,4.0
1491622,.2....3.....96...59..4.2.7.......1.....63.48.7.4.1...21...........2..9.8.95.....3,526781394417963825938452671389524167251637489764819532142398756673245918895176243,25,4.0
