id,puzzle,solution,clues,difficulty
2759908,4.1.....7.2...3......1..52.9.5....74.7.......1..5.2.6..6....1......948....8......,451928637629753481837146529985361274276489315143572968564837192712694853398215746,23,3.0
1411380,....9....47...6328......1...3...9...7...346.12...5....84...35.66............7.24.,518392467479516328362487195134869752795234681286751934847923516623145879951678243,26,3.0
2854935,..7.....8.3529.1..4...1...314.7..5.95.2....3........7.....6......9.2...6...5.1...,217435968635298147498617253146783529572946831983152674721369485359824716864571392,25,3.0
2943341,....1568.2......3..6.7.....6..89..1.8..............9...4.5.7.....7.3.....3.4...6.,794315682215968437368742159673894215859271346421653978146527893987136524532489761,22,3.0
1874665,..6...34..........43..61...5..1....867...21...2...8..43...4.7.5...9....1..2..7...,216589347985734612437261589549173268678492153123658974391846725764925831852317496,25,3.0
2650028,......6.18...7.........3.2.4.7.....6.1....3545..2....8.6..4.5..3.5.6..7...2..5...,973528641821476935654913827437851296218697354596234718169742583385169472742385169,25,3.0
2726312,....58.....1...2....84.6.91427....6........2..5.34...9.......1.9.2.....6..57.3...,294158637561937284738426591427589163389671425156342879643295718972814356815763942,25,3.0
1343787,.7....9.86.4.9...1.....4....38...5...2.....7.5..2.......98....2..1..........5.4.9,175632948684795231293184765438971526926548173517263894749816352351429687862357419,22,3.0
430966,...5..16.....1....6...48...8...7..5..59.....2..4...6....89......7.8...3.43..259..,287593164543612897691748325862371459359486712714259683128937546975864231436125978,25,3.0
671620,.......7942.......51...6..3.....16..84..2..9....3.....6..7........9.5.1......32.4,368254179427139865519876423735491682846527391192368547654712938283945716971683254,23,3.0
1189375,..2....495...8....9.1.7...3..479..2.8.....4.....8...7....5...6....41.8..25.......,382156749547389216961274583134795628875632491629841375413528967796413852258967134,24,3.0
834838,35......227.........17....9.....1.4.....6.....4....2.3.2.3....67.5..4.......1.9.5,354189762279536184681742359937251648812463597546978213128395476795624831463817925,23,3.0
121503,9.4....7.2..6.3.8..3...5....2..........942...5.....1.9.6...1..8........5....3..4.,954128376271693584638475912829517463316942857547386129463751298192864735785239641,22,3.0
1713463,.....4.5..94..1..8..123.....32..748..6.....7.......1..925.7.3.......6....4...27..,273984651594761238681235947132657489468129573759843162925478316317596824846312795,26,3.0
1641446,..28.45....8......3...7....8.....43...9.....24.6.32..9..4..7....6...9.7.98..5..26,792814563658923741341675298825196437139748652476532819214367985563289174987451326,27,3.0
2294774,5......6..4...8...91.....23.3.7.4..5.52...43....6.......417.........6......43.7..,587312964243968571916547823638724195752891436491653287324179658175286349869435712,24,3.0
1996741,.6............5.92.....243...21....9.4..8.7..35..6..1..1.9..8.........2.....489..,265394187431875692978612435682157349149283756357469218514926873896731524723548961,24,3.0
1524802,....2.7...6.....3...53.9.2..8.197.....1.......3.5......58.7.9..9....6.......83..6,349628715862715439715349628286197354591834267437562891658271943973456182124983576,24,3.0
2869212,9.5.....1.4.....6.2....83.....925.......4....1..8..6.9.76.13...5..7.......1....2.,965372481348159267217468395634925178789641532152837649876213954523794816491586723,24,3.0
2023316,.....72..8......911..6..7......9......6.1...7.7....5...2...3.......6..3..4...297.,493187265867524391152639784514798623936215847278346519629473158785961432341852976,22,3.0
474420,..2.73..1......9...1...26.43...15.96.....7.....6.......2..5...84.72.6.....1...5..,962473851543168927718592634374815296195627483286934175629351748457286319831749562,25,3.0
1569218,8....4.......9.8.7.6.5...9.1......6.4..3..5......7.9.3.4..2...5..2.69....7.......,829714356354296817761538492137945268496382571285671943943127685512869734678453129,23,3.0
1688757,3...1........8...6.4....25.76.........195..4......26..9.4........8.9.7.2...3...1.,396215874512487936847639251769843125281956347453172698924761583138594762675328419,23,3.0
204730,......9...1.7....54......76.8..3.....7..8.2....24.6.8..29.7..4...3..15.7...9.3...,267354918318769425495812376184237659976185234532496781629578143843621597751943862,26,3.0
1139410,...14.2.....7..4..48.9.......2.6..3..1......25.....17.9....36...4..2...9.576.....,675148293239756481481932756792461835814375962563289174928513647346827519157694328,25,3.0
2879532,48.9..3.....2....9....1..........9...31..2..6..56...7...3...1.7...16.....62.4.5..,486975312517283649329416785674851923831792456295634871943528167758169234162347598,24,3.0
1640328,.1.3........67...8.3...4..2.7....5......4.2..3...26........1...8...97.6.2.4...9..,517382694429675318638914752972138546186549237345726189793461825851297463264853971,23,3.0
1463091,.....1...4..85..6.89.....7.2......5....9..6.3......98..4.....1..5..27.......3.7.4,625791438417853269893264571269348157578912643134576982742689315351427896986135724,23,3.0
1328859,.....4.75...35....4......8.3.......7..1.9....6....2.........3...2..8.....9873.12.,936814275287359416415267983352148697871693542649572831764921358123485769598736124,22,3.0
240791,.7.1.8....6......9....937.1..1.59.....6372.9.......2.3....3.8..9.28.....7........,379168524165724389428593761231459678846372195597681243614937852952816437783245916,25,3.0
2743469,....627.....1.7..........86.2....4..6..2.5913...9....51.....3...32..1.5.4.5.....9,354862791896157234271439586529316478648275913713984625167598342932641857485723169,26,3.0
598571,5.4..8....3.9.............1.2...3........7249..1.....32..78.....8...2.5..6..94.1.,514328967637915428892476531926843175358167249471259683245781396189632754763594812,24,3.0
2183266,6......1.......3.6.9...5...1..8....9.4..5..31.2.73....5..127..4......6.32...9....,658473912472918356391265487135842769847659231926731548563127894719584623284396175,25,3.0
500346,.....7.9.....1..25....93..6..352...7.........2.....58.1.7.6....9.6.3..72.5.8.....,432657198769418325518293746843529617695781234271346589127964853986135472354872961,25,3.0
2178761,.4.....9..5..3.6.....24...3..3..6.5..8..27...1.....9...36..5......3..4..8.9.1....,347561892258739641691248573973186254584927316162453987436875129715392468829614735,24,3.0
1991285,...2....34.7..1.......8.4.....61...72.3....5.7.....8.25.....6....4.3..1.3.8.2...9,156294783487361925932785461845612397293847156761953842529178634674539218318426579,25,3.0
2169205,...5....7.....1634.2......5..4..89....26...4...6..9.8386..7........9....4.1.6....,149536827758921634623487195374218956982653741516749283865372419237194568491865372,25,3.0
1574517,872....5...3......5.1...27...7...8.....7.1....86.9..1.4..26...7......9......7.5.2,872916453643527198591834276157642839934781625286395714415269387728453961369178542,25,3.0
137604,5...6......1..........4.2.1..5.3..27.4....8...827..5...76..8...9.....73....5.9...,524167398691283475837945261165834927749652813382791546476328159958416732213579684,24,3.0
1246939,.....18....143..69....9...3..93..62.7...6.1...4...5.........392.32......5........,293651847871432569654798213189347625725869134346215978418576392932184756567923481,24,3.0
44769,...5...361........5..8.2.7.3....719...9...8....2.9....7.............89.5.......23,487519236126743589593862471354687192679231854812495367735924618261378945948156723,22,3.0
201264,..3...64.98...4...6...3..1.3...78.........2.8...3..75.2.7.......6.9.1......5....1,173895642982164573645732819356278194791456238428319756217643985564981327839527461,24,3.0
572949,8.4..........3.4...6...1..3..5..78.....31.6...7..5..92..6....7...8.692.....4....6,834976521751238469962541783125697834489312657673854192546123978318769245297485316,25,3.0
2341959,...7.1.2.5.....7..8.......3.3768..4...............25.1.28.....66...4....4.9..7.8.,346751928592836714871429653137685249265194837984372561728513496653948172419267385,24,3.0
493390,28....9....93....1......5...3..2.8....5..4......8.1.35..6.4...9......1..1.4.8.7..,281457963579368421463912578637529814815634297942871635726145389358796142194283756,24,3.0
762191,.....769....1...8.21.......9.1.........5.4...34...87.2..5.41.....3.......6..2...9,534287691679153284218496573951762438782534916346918752895641327423879165167325849,23,3.0
1862391,...3..4..3.1.7.5......62..728....7..4.....8.3..7.8....5..2..19...3....4..9.......,729358461361974582854162937285643719416729853937581624548237196173896245692415378,24,3.0
671913,...9...4......6..3...31.8.53.8...21.4....7....19.5.....8..6..5.9..4.......5...6..,532978146891546723674312895358694217426187539719253468283761954967425381145839672,24,3.0
1162050,523.........58......6...2.4..........1..4.6..98...3...3.....8.7.5987.......3..94.,523467198491582763876139254637295481215748639984613572342956817159874326768321945,24,3.0
966731,...71...67.......2.....9.35......6..2.5.318.......4....9.4.5.7.5...9.4...72......,354712986789356142621849735913578624245631897867924351198465273536297418472183569,24,3.0
1575182,...1..8......67.9......8.5...39..4.17........64......35.78...1.......2.989.3.....,465129837382567194971438652253986471719243568648751923527894316134675289896312745,24,3.0
1458059,3..4..5.2..9.3.67..67..9..31......8..5.61..3..86..4......746.......9...1.3.......,318467592529831674467259813143925786752618439986374125291746358874593261635182947,27,3.0
2107217,.....91.22...6..3.....85...3.86...2..2..9..4...6.5...........5.9..4..6..1...3.8..,654379182289164537713285469378641925521893746496752318847916253935428671162537894,24,3.0
864518,2...4......716...4.....2.17..42...7..........1.5.7.63....8...6.41...9....98.1...5,231745896987163254546982317364291578879536142125478639753824961412659783698317425,26,3.0
965254,.......74.4....51.68.5......6..8....5..6..7..2..9...63....9...7..972..35.....1...,925138674347269518681574392164387259593642781278915463856493127419726835732851946,25,3.0
775892,..9...1.2.5...7......8....6..4.....17..52..3....4...9..3..7....1.........7..635..,869345172452617983317892456584739261791526834623481795935274618146958327278163549,22,3.0
887922,.....63.51.........3.97.......56.92......95..2......78576...8..8......4....8.3...,792146385165382497438975162347568921681729534259431678576294813813657249924813756,24,3.0
1546447,..2.7...69.....8.....2.1...3...8.47..2..5...37......5...1....3..3...4..54..9.8...,542879316916543827873261549395186472128457693764392158681725934239614785457938261,24,3.0
150356,1....27.5......1..76.38...49.47...5.......9.7.7.62....8..1.......92...1..5..9....,183942765492576138765381294914738652326415987578629341837164529649257813251893476,26,3.0
316944,.......5..4..9......7...86..8..2.3..39.1.....4...5..........49.....6...75.14....6,239618754648795123157243869786924315395187642412356978863572491924861537571439286,22,3.0
1893558,..9........825...3.2..985.19...2..7.6........2..38...4.....7.56.71......4..8.....,549713682168254793723698541935426178684971325217385964392147856871562439456839217,25,3.0
1950327,..41.....3........9...4.16..7.........9.23..8.....4.7.6.32..9..8...9...5.......12,284136759316579824957842163472685391169723548538914276643251987821497635795368412,23,3.0
1287263,....1..24..7......9...526..2.....4.3594.8.......5.........3..........2868....79..,685719324427863195931452678218976453594381762376524819169238547743195286852647931,23,3.0
874743,.9............4..5..3.9...75..2......7..65.........4.88..1....27..4.26.1....3.7..,195786324687324195423591867518243976974865213362917458846179532739452681251638749,23,3.0
274958,7.......1...1..39....65...2....1....429.......6842..5..72.8..19..5.6..7.......2.5,784392561256147398913658742537916824429875136168423957372584619895261473641739285,27,3.0
2704818,...3..6...7....14.1....8..2.4...5..........96.8.194.3.5...4.....1.2..8...24.1....,495321687872569143136478952249635718351782496687194235568947321913256874724813569,25,3.0
949248,.7.4...3.5.8.......9..1...6.4.32....1....79......8...7....325...1..4.......5.6.8.,671495238528763491394218756947321865183657942256984317869132574715849623432576189,24,3.0
1554282,.1..7....4..3......7......2.8..9....7.5.13.9......56.1.2.46.8.5...9....3.......7.,512876349498321756673549182281694537765213498934785621329467815147958263856132974,24,3.0
1796815,....2..6.79..68.....4.7...94.72....3......51...1.....6....834..52...7.....81.....,315924768792368145864571329457216893286739514931845276179683452523497681648152937,25,3.0
988846,5...681..1..5..38.6......7..1...9...75.3..6.9..8....2..7..9........4.86.........3,537468192149527386682931574216759438754382619398614725473896251925143867861275943,25,3.0
570122,4..1..........5......392.5...3.....789...35......6.2..3.25...49..1....2.56..8....,458176392239845176617392458123458967896723514745961283382517649971634825564289731,25,3.0
814977,71..........8.5..3..8.....41.7.59....3.6...5......729..........3....69..5.19.3..8,713462589426895173958731624147259836239618457685347291892174365374586912561923748,25,3.0
464102,....3.9.1..7.....8...2.86...4.6...2..9.1.47..2..7..16..7..42..3..4.......3.8.....,862437951417569238953218647741685329396124785285793164678942513524371896139856472,26,3.0
858857,.....4..25.18.9...3.8.......83......6......1..1.43.7........639...2....589.1.....,769314852541829376328567941283671594674985213915432768152748639437296185896153427,24,3.0
612992,6.....8.......1..3.3.4...9..2.9....7..4...326.7.1.....8..6.97..9..5.4..1.1.......,641392875289751463735468192328946517194875326576123948852619734967534281413287659,25,3.0
2534314,....586.11...9.......6...2.91..8......6..53.8.582...9.72......5......7..58...4...,492758631163492857875631429917386542246915378358247196724863915631529784589174263,26,3.0
139092,...6.78...6..83...9..........5..6..472..3.6......45..1.48...3.....8.....2...7.5..,452697813167483925983512476815926734724138659639745281548261397376859142291374568,24,3.0
1768083,.9.216.7.....94.1..........7.4.6...99..8...6..2....5.46...5...1.5.....3....12....,498216375563794218271538946784365129915842763326971584632457891157689432849123657,25,3.0
2542203,.8.7.....4.....9...79.5..823.62.....2..84...9...6.53.......6.45..3....7..........,581729436432168957679354182346297518215843769798615324127936845953482671864571293,24,3.0
1069432,7....2.....4.69.5..6.5...92..8..3.........12..91.4...8.....5.63....3.....1....2..,759482316124369857863571492548123679637958124291647538472815963985236741316794285,24,3.0
280325,.8.79....9.....2...6..8.3.54..3...5....8.2.....3...9...1..74......9...465........,382795461951436287764281395478319652195862734623547918819674523237958146546123879,23,3.0
