id,puzzle,solution,clues,difficulty
646979,...6..9..3....8..1.....5.832.9....6...5..9....6..7..5....5.....4.......8..6.41.2.,128634975357298641694715283219853764745169832863472159932587416471326598586941327,23,0.0
969267,.....4.9...6.....8...72...632..1....4.....2..7...98..328....6....3....57.......1.,172684395946135728835729146328416579469573281751298463287951634613842957594367812,23,0.0
2737321,.1..4........93.4...6.17.....7.3..2.3.2......6....13.97.....2.....5....1..5....94,913245678578693142426817953197438526382956417654721389741389265269574831835162794,24,0.0
1327206,5.....94......4..3........86..8.7...4.21.....1..6...57.3....8....7...6.2.4...3.7.,528376941791284563364519728653847219472195386189632457235761894917458632846923175,24,0.0
461435,..59..4.7.4...8.3....2.1.6..7......3...1...8...1.3....9........8...2.64..56.....9,185963427642758931793241568478692153369175284521834796934516872817329645256487319,24,0.0
1429625,.8...561....2....5.....7....4...9.7.........13.1.7..42....3.79...5.....39...8.5..,482395617739216485516847239248159376697423851351678942164532798875964123923781564,24,0.0
1611222,...16..5...24......34...1..........5649...28...1...3.92..31..........9.348.2.9...,978163452162495738534782196327948615649531287851627349295316874716854923483279561,26,0.0
871488,8..7.5....4.1...5...2..9..8.15...36.23.....7...6.....9..8.4.59.1.9.6.............,891725643347186952562439718915872364234691875786354129678243591129568437453917286,25,0.0
2790183,.3......1...5....8..19.45...8..36....2.1....34....51....92.....7...6...........57,835672941942513768671984532187436295526198473493725186369257814754861329218349657,23,0.0
1553998,...1.7...14..3........5268....8....5.5.32.9.8..7..5....9...........13.....8..4.17,825167349146938752739452681213879465654321978987645123591786234472513896368294517,25,0.0
77672,.38...75.7...6....5.....8.......45....62.....2..1.....37...5.1...179.4......8.9..,138942756794568231562317894913874562856239147247156389379425618681793425425681973,24,0.0
1200336,....7.8..14.9...6.....4...35.9.1.....1......97...2.3.63....5.788.679......1......,935672841148953267267841953529316784613487529784529316392165478856794132471238695,26,0.0
1898820,..34..7......7.385.....5.9..67...........61..59.....2...8.5...42....15.83...6....,953428716124679385786135492467213859832596147591784623618957234279341568345862971,25,0.0
1277006,....1...........37..1..4.2...7....5.51..6.8...6.32...9....4.2.3.8.7.....9......8.,729513468645298137831674925297481356513967842468325719156849273384752691972136584,23,0.0
1188396,......6......9..5..85....7349.....3....6......2..4.9.8.5.2.8......7..4.12...1.5..,312857649647391852985426173496182735538679214721543968154268397869735421273914586,24,0.0
309532,.3..........87.9.......3.419..54...7.6573....41.....9.......1636.....7...9.....2.,539124876146875932278963541923541687865739214417286395752498163684312759391657428,25,0.0
2028469,....721..52.....6....8..9..683..........1.2..1...5.47....6....52...9.....39.....7,968572134521439768374861952683247519745916283192358476817624395256793841439185627,24,0.0
1001241,.3.1...6.....2...9.7....51.8..5.7....21.4..3.3.....4.......5.......9...7..5...2.1,938154762514726389672389514849537126721648935356912478197265843283491657465873291,23,0.0
853444,.9.2.......2....8347...9.6.7....52...1...8...8..31...6........5......1..5...82.4.,398256471652471983471839562743695218916728354825314796167943825284567139539182647,24,0.0
28517,...7..2..3.8.6.97...5.8.............483.5..6.2.61....46......3.7....6.1...2..36..,164795283328461975975382146517634829483259761296178354651927438739846512842513697,26,0.0
1230781,573..86..2....6..4...2....3...7......4.....8..6...54..9..8.7.5..1...........9.3.1,573148629291536874486279513329784165745361982168925437934817256612453798857692341,24,0.0
2896030,7....8..5...7.6...9.6.251....3...2.6617...4......5..8.....7....459.............21,721398645845716392936425178583947216617283459294651783162879534459132867378564921,25,0.0
2594778,...94...2...2.7.13.8........631...9.4...95............85....2....162...4.4..8.1..,135948672694257813782361945563172498417895326928436751856714239371629584249583167,25,0.0
443831,89....1......3.......9...78.1..7....2...58...68..4...9.....5.2...231.8.7..4.....1,896527134721834695435961278513679482249158763687243519178495326952316847364782951,25,0.0
728442,.8..7.......18.3.94.2..3...8.....9.5.........3...6.......8....6.56..412.....5.4..,983475612675182349412693857847321965569748231321569784234817596756934128198256473,23,0.0
2111974,.8.5..2...714.............72..93.......7..4..9....482.693..1...........5...387...,389576241571492368462813957214938576836725419957164823693251784728649135145387692,24,0.0
1325406,..2....17397.5........8...6.......7.52...6..37....51.41.5..72..28..3.............,862349517397651842451782396918423675524176983736895124145967238289534761673218459,25,0.0
2413229,.........62.89.....7.24.56......4.81.53....2.2.....4.....9...4...6...71...73..2.9,384615972625897134971243568769524381453189627218736495532971846896452713147368259,26,0.0
1066704,4.9.2......53...6..7.9.1....5..391.29.......5.6.1....7..14...............2...7..1,439526718185374269672981534857639142913742685264158397791465823548213976326897451,24,0.0
1963229,....81..4..2......51.7...29.9........4..263..6.......82...7.5....9.3.........8.73,937281654862459137514763829391845762748926315625317948283674591179532486456198273,24,0.0
76298,.....1.7...3......1....84.225...38.468.1..9......82..1.2.3....93....5.1.......2..,892541376473269185165738492251973864687154923934682751728316549349825617516497238,26,0.0
1749374,..2.......9.1...7...463.5....946..8.14.....92.8.....5..562.........4.3.7..8......,762859134593124876814637529239465781145783692687912453356271948921548367478396215,25,0.0
2361880,6.3..2..4.2..48..34...9.8.61.6...3...7......1....83.......1.6.........1...295....,683572194921648573457391826196725348378469251245183769739214685564837912812956437,25,0.0
2473296,.261....7.5..6.......3..........37....9.1.......4..2384..85.69..71...............,926148357753269184148375962264583719389712546517496238432857691671934825895621473,22,0.0
1006826,..42.1.85..5.3....2.8..4..9...16.75............6..2.....9..3....7.9..4...3....2..,394271685765839124218654379943168752827345961156792843689423517572916438431587296,24,0.0
2586505,.7....1.3.....9.....54..2..45...7..9..7.8........3.6.5894.........2.59.......6...,279658143641329758385471296453167829967582314128934675894713562736245981512896437,23,0.0
769323,...2..9..1.2.83..4....6128.....48.5..8...9.4.9....2..3..4....9.8...7..1.........6,468257931172983564395461287213748659587639142946512873634125798829376415751894326,26,0.0
1493698,.7...6...43.....8....8....176..2...4...5....98..6..3.2.84...2........195..5.3..4.,178946523436152987592873461769321854243587619851694372984715236327468195615239748,26,0.0
2566200,..........4...5...7.....26.3.482.....2.....9..8.1.9......56...35...7.1......3..29,961287354243615987758394261394826715125743698687159432419562873532978146876431529,23,0.0
1410402,....2..38.13754....25.......3..7..........49...2..6...........6.4..817.....9..8..,764129538813754962925638174439875621687213495152496387398547216246381759571962843,23,0.0
2095096,....5......7..26..9.5..682.3........2....7.5..1..8..9.5.67.4..........4.8....57..,621458937487392615935176824359621478268947351714583296596734182172869543843215769,24,0.0
2810519,356....4.......2.....6...9..3..4.1.72...39.....4.1....4..89..7.5.....8..6.2....1.,356921748149387256728654391935248167261739485874516923413895672597162834682473519,25,0.0
2175397,..9..76.........14.2....9.3...1....5.1...847.5...6.....437...6.8.5.1....2.....8..,139847652658329714724651983486173295312598476597264138943782561875416329261935847,25,0.0
1418052,1....97......8...5..81...4.7.235.......6......164..........19.2.6.2..3.8....3..7.,134529786629784135578163249742358691895617423316492857453871962967245318281936574,25,0.0
2469439,.5.1........2...6.62..4.5....3....144.....6.3....6.....859.....3.....2..1..35...9,758136492934275168621849537563728914472591683819463725285917346397684251146352879,24,0.0
1748179,.6....3.57..6.51.2.....1...8..7.65.1....4.98...4.........1....6.178....938.......,168429375743685192295371468832796541651243987974518623429137856517864239386952714,26,0.0
1987862,..1.2......3...9.8..94......7.21.........547.8...........35..213.7.4165..........,481529367253176948769438215976214583132985476845763192694357821327841659518692734,24,0.0
2248054,..7.....61..68.........394.4...92.1............3.7.5...4....6.29..8...3...8....5.,397154826124689375865723941486592713579318264213476598741935682952861437638247159,23,0.0
1732105,.9...8.6.1..3...8.7.51.....9...2.1.4.4....8.7.....5........941......4...6...7.5..,493258761126347985785196342968723154542961837371485629257639418839514276614872593,24,0.0
846988,..6.1.3.....7...2453.........4..2.6....468..79.5......8....4......32.....1....94.,476219358198735624532846719784952163321468597965173482857694231649321875213587946,24,0.0
1767456,.4......3.5...9.12....568..43......8.75..3...1........72..1....9..5..7....84..9..,642871593857349612391256847439625178275183469186794235724918356913562784568437921,25,0.0
