id,puzzle,solution,clues,difficulty
925350,......5.2..8.267....13.....9........2..4...9..36....2.4...7.....7...436.1....2..9,694817532358926741721345986947261853215438697836759124489673215572194368163582479,24,2.6
2334196,6..7.48.......9....3....5.4.9....1....412....3.24..6.....6.8..5..72....8......4..,625714839481539726739862514596387142874126953312495687143678295957241368268953471,24,2.6
2364657,...5......8124......7.....9..8.6...1.2..14..3.4.3.5......4.2.7........3..3....1.4,493576812581249367267183549358967421726814953149325786915432678874691235632758194,24,2.6
108981,9............859.....2.4...28.6.37.4...4.2.3...4...2..41......3..8....7.......8.6,942736185376185942851294367285613794197452638634978251419867523568321479723549816,24,2.6
1072227,3......6...26....7...53..9.6...1...419.37..5...549.6...8...3..........1.46.9..7..,349721865512689347876534192638215974194376258725498631987143526253867419461952783,27,2.6
1517833,.4..3..8.8..7..956....9.......6....5..8..26....637...9.5......3......49.3....4...,945236781823741956167598324734689215598412637216375849459827163672153498381964572,24,2.6
2042461,.9..4......61..7.8.3.......6..51...22...3..6.....8.1..7..2...1..1.4.....3.....294,597348621426195738138726549673514982281937465954682173749253816812469357365871294,25,2.6
1953076,8.......214..9.........7.4....1.57.9..8.6.....1......8.257.....6..2..5..4....1.6.,879614352142593876356827941264185739798362415513479628925736184631248597487951263,24,2.6
1639717,..9.......4...5.7852....34..91.3..6....7.4219.........8..1..6..9.2.7..3....6.....,789341526143265978526897341491532867635784219278916453857123694962478135314659782,26,2.6
1915578,6.....8....2....5..5.6.4..2...8.....4..1..39.3..45.....2............5.49..8.3..7.,634529817792318456851674932215893764487162395369457128926741583173285649548936271,23,2.6
584269,9......85.8..1.3.45.......22.......3.4..93...3...4.6..4..6...5..6...5......1...9.,914362785782519364536487912291756843648293571375841629429638157167925438853174296,24,2.6
1060742,.2.....61.7....8....65...7.2.4...5...6..7...91..2.5......8....2.1..4.6.....637...,325798461471326895986514273234169587568473129197285346649851732713942658852637914,25,2.6
2184042,.2....1....1...2..8....594..59.7.........4..2..4.8.7...7...3..69....8.....8..6.3.,325469178491837265867215943259671384783594612614382759572143896936758421148926537,24,2.6
2564637,7....6..9..1...4......875...4.8.3..7..2.....13......6.2..74.........2.3.9..3....8,735416289821935476469287513146823957582679341397154862213748695678592134954361728,24,2.6
93674,9......24...1......32..7..9.7..36..8..3.82......5...4...6........97...1..4..9..72,917653824684129537532847169175436298463982751298571346756214983329768415841395672,25,2.6
1544555,.576............2.4.8.....5.3.....529....7..4..5.3..8.......84.2..9.1..7...7.4..6,357642198169578423428193675836419752912857364745236981671325849284961537593784216,25,2.6
1848316,9.........8...5..6..3....4.7..........91.85...54.798.3.....7...6....1.7..7..8.1..,926714385487395216513862749768523491239148567154679823891457632645231978372986154,24,2.6
964775,..3..4.259......34.4..15.....25...16.........8.6.41.93..........71.9.35.....6....,163984725985276134247315869792538416314629587856741293429853671671492358538167942,26,2.6
206717,...5.....5.9.83......1...9.......85.4....8....71...4.3.2..6..3..1.25...7....3.28.,187529346569483712234176598693742851452318679871695423925867134318254967746931285,25,2.6
708822,87...3.52..9.........5..4..........172..8...54..62....3..1.7....8..3.17......2.6.,876413952549278316213596487968754231721389645435621798354167829682935174197842563,25,2.6
1056677,7..61.9....9......61.....2.3.7........19.2.4..4.8..3........2.7......51.2.4.....3,752614938439258671618397425327546189581932746946871352195483267863729514274165893,24,2.6
2652044,.4......29.64...3...25.....1.....34......9......623....1...68.5.9.....2...7.81.6.,741368592956412738382597614129875346863149257475623981214936875698754123537281469,25,2.6
837741,3..2......69..1...5.....7..8....3.7.6.....4....7.9581...2....6.9..8....5...4..2.7,318274596769581324524936781895143672631728459247695813452317968973862145186459237,25,2.6
1377594,.45....1......6..5.67.81.......5......86.7...2......4..2..9.8....13.29..3........,845723619132946785967581423619254378458637192273819546726495831581372964394168257,23,2.6
1712073,.4..6......2..7.13.91....7..1............5127....3...5.739...4...4.73.8.1..4.....,748361952652897413391254678516782394839645127427139865273918546964573281185426739,26,2.6
2423370,.....2....24..8..9.1......743..29..6..9...4..1.7.....5.......83....1.97....6....2,876952341324178569915436827438529716259761438167843295541297683682315974793684152,24,2.6
480976,.95.67....2....59...3.2...4...8..7.......4.18.5.2............87...1...3.64...8...,495367821726481593183925674214893765369574218857216349532649187978152436641738952,24,2.6
2324950,.5...49........8.3..73.1....6.7..42....9.......4..26.5......5.84.2..9..7...41....,253874916146295873897361254361758429528946731974132685719623548432589167685417392,25,2.6
2630124,.2.3.4....35.....6....8...3.....7...1.76.9.3......16.4.537..1.........8..9....2..,921364758835972416476185923362847591147659832589231674653728149214596387798413265,24,2.6
2458955,.6.9.5....42..76.....3....527...........129.....6....8..94.6.7...4...1....5....3.,863925714542187693917364285278549361356812947491673528139456872624738159785291436,24,2.6
2101002,2.......7...8.19.6...5.9..8.8.2...6.95....8...61.4.......1...3.847.........4.....,298364517573821946416579328784295163952613874361748295625187439847932651139456782,24,2.6
2819285,.1....78..4.58.....93..7...5......9...8.4...6....638...34.5...22...3..1..8.......,615324789742589361893617245561278493378945126429163857934851672257436918186792534,25,2.6
2711237,5..3....1....6.79.......5.4.2..4.8....9.2.....71..3.5..1........5....4.93....2..8,564397281182564793793218564625149837839725146471683952918476325256831479347952618,24,2.6
2504145,...5...4.1....4....5....3927....1.3.3.6.87..9....6.....294....8.........4..75....,967532841132894765854176392785941236346287159291365487629413578573628914418759623,24,2.6
1693908,..5..2....61......4..91.2.8...3.....5.2.8...3......8.794.6....5.....53.........4.,895432716261578934473916258789364521512789463634251897947623185126845379358197642,23,2.6
719981,.2.3..6...4.7.....6.5.8..........47....8..1.....57..3.8.7....1923....5......1..8.,728351694943762851615984723596123478372849165184576932867435219231698547459217386,24,2.6
264763,61.....9..5.2.6..89......3...16..3......318....6.2...43.25..64.....49.2..........,618473295453296178927158436291684357574931862836725914382517649165849723749362581,26,2.6
937972,8...6....19...3..8.6...93......1.7.3.........6.9..7.4573...4.16..5.........35...9,843162957192573468567849321254618793371495682689237145738924516915786234426351879,26,2.6
2786887,....6......2.531...8.2....4.4..7....8.3.....9..6...2..52........6....7..3.78.4..2,134768925792453186685219374241976853873542619956381247528637491469125738317894562,24,2.6
2284491,....6.2...1...4..77.9.....65..347....4...5.....3.1..7545....1......5......1....3.,384769251615234987729581346562347819147895623893612475458973162236158794971426538,24,2.6
1707145,.2.8.9..1.....74..74...3..2...4...1...89...........3.75............1567.87...2.5.,325849761189267435746153892657438219238971546914526387561784923492315678873692154,25,2.6
2361569,..4..63...2.......3..91..8...7...4..2...35.......97..26.25.8...5...4.9...8..6....,714826359928753641365914287157682493249135876836497512692578134573241968481369725,25,2.6
2404460,..164.2...597..1....3.............7....438...2.......37.53....4...8.1.....8.....9,871643295459782136623915748384296571517438962296157483765329814942861357138574629,23,2.6
221119,1....5.4.3..49..6..7....1....4..9..82..........534.....6..18.2....7.......2...7.6,129675843358491267476283159634129578297856431815347692763518924941762385582934716,24,2.6
500733,47..1...3..82.6........5..7....3..28.....4...8.1.6.5..3...5.1..6......7......7.5.,475918263938276415216345987749531628563824791821769534387652149654193872192487356,24,2.6
1162479,.56..2..8....1.6...1.8...3.6..7..8....39.......1....5......83.2..8.534.6....4...9,456372198387519624219864735695721843743985261821436957564198372978253416132647589,26,2.6
2947713,.893..1...7...56..1...........2...94....7.5........2.......9...7.51...8.62.4.8..1,289367145374815629156942837561283794932674518847591263418729356795136482623458971,24,2.6
2063288,.15..6.2..9.2..6.32...9......86..3.5.5.3...9.........4.6.....1....57...9.4.......,415736928897251643236498751928614375154387296673925184769843512381572469542169837,24,2.6
1205145,.8...2.4.....8.97...56......3..16..4...7...5.4.2.......18.....3..4..7..8.7.3.....,687932145123485976945671832739516284861724359452893617518249763394167528276358491,24,2.6
694025,..2...739.5........9.3.7...9..186.......49..1.......8.6...9........31.42..4...5.7,162854739753912468498367125935186274876249351241573986627495813589731642314628597,25,2.6
2955683,21....7...8.91.5.......2..81.7483....98.5..6.............1..6.2.5..2..87.......4.,216538794783914526945762318167483259398257461524691873879145632451326987632879145,26,2.6
