id,puzzle,solution,clues,difficulty
1497478,7...31....6...7...5.9.6.....7...82..9..1...75......8.9......6.44..8.5........2.1.,728931546164587392539264187675498231983126475241753869812379654496815723357642918,24,1.8
2582724,541.76..9...1...5.6...4....49..6...11....2.9...8....3..35...2..........8..4.1....,541376829387129654629845173492763581153482796768951432835694217216537948974218365,25,1.8
1063621,...7...38....32.5..2...9.....3...4....9.26...48......9.1.2.45....7......5...8...4,196745238874132956325869147263918475759426381481357629918274563647593812532681794,24,1.8
2551498,..24.........9.35...1....68...2.8..7..........6.7.3...4........1...82..99.6.1....,852436971647891352391527468513248697784169523269753814428975136135682749976314285,22,1.8
2179399,.8....3...61.7.........6......7...62..2...1.....96..539....4...1.32...9....89...7,587129346361478529429536781835741962692385174714962853978614235143257698256893417,24,1.8
2276777,6..1...7........5.....5.3....7.1...2.5.2..49.8..5.47..1....6....2..3...44........,635148279214379856798652341947813562351267498862594713173486925529731684486925137,23,1.8
809733,.8.63.5.......549....4......6..12..7.....7.15.3.8...2........6.84..6...12........,184639572673125498592478136465912387928347615731856924317584269849263751256791843,24,1.9
673377,6...........8.269...37.9.4.48.3........4....15.....76.....25..8.....4....7.6...2.,649531287715842693823769145487316952962457831531298764396125478258974316174683529,24,1.9
2511410,5......9....2...1......67..7.4.....6.5......13....74...2..1.93..1..7...2...8.3..4,536741298947258613182396745794132586258469371361587429825614937413975862679823154,24,1.9
39418,.........4..15...2.....9..5.42...3...9...746.3.7..6......8.4....3.....277.65...9.,153742986469158732278369145642985371591237468387416259925874613834691527716523894,25,1.9
65696,46....1.....7............4...9...635..7..3.942.........5..9....7.32.6.......4.8.6,465938127198724563372561948849172635517683294236459781654897312783216459921345876,23,1.9
152712,85..1..2..3......5...2....9...7.5....85.3.1....6.2.....6..........17..3..19...6.7,857913426932468715641257389193745862285639174476821593768394251524176938319582647,24,1.9
2231866,16.4...825.9..7......8...........9.69.5.....8....8.2454..7..6......3.....1259....,167459382589327164324861597248175936935642718671983245453718629796234851812596473,26,1.9
2888579,.....6.831.....7.2.....4..563...12....5...3.7..78...16.9..........2.5...562.9....,459726183186539742273184965634971258815642397927853416791368524348215679562497831,26,1.9
2459678,..71.93....17......62.5.....3......9....2..45.5....1.....3....2...47.51......1.3.,587169324491732856362854971734518269618923745259647183176385492923476518845291637,24,1.9
73298,......83.....54........7..436...8.57.2.6.......827....9...1.5...4......2..39...8.,674129835812354679539867124361498257725631498498275316986712543147583962253946781,24,1.9
1985373,896....3...........7.5..92854.........7.268....2........9.5..6....6.3..7.....834.,896472135251389476473561928548937612937126854612845793389754261124693587765218349,25,1.9
2485330,...7..64..1.8......75.96.8.9834...6...6.19.......6.............8...549..5.7.....8,398725641612843759475196382983472165726519834154368297249687513831254976567931428,26,1.9
1931947,..2.....7...1.7....5..8..911.3.4.......5..4....7..........1....32..6.8....64..3..,812694537639157248754382691163849752298571463547236189485713926321965874976428315,22,1.9
1641598,1......4...4..178..5.4......4.26.....1..54.2.......6..2..3.......7.1..38...6.9.1.,129875346364921785758436192543268971916754823872193654281347569697512438435689217,25,1.9
1656380,35..14....27.......61....3.....2.6...1..672.....8.3.7.89...........823.....94.1..,358714926427639815961258734789125643513467298642893571896371452174582369235946187,26,1.9
1699509,.2...81.....2.6..4...371.8..7..5..1...5....9.9.......6.62.8..7..8...7..1.......3.,329548167817296354654371289276859413145632798938714526462183975583927641791465832,25,1.9
2301235,6...9....9.7....63.2.4..7.....842..11..3......4.....8........59..39..2..86.......,634798512987215463521463798395842671178356924246179385412637859753981246869524137,24,1.9
2946727,.7..26.1...9.1..............9.4..7.5.3..57.4........394.......6...27.1..127.....4,574826913289513467316749582691438725832957641745162839458391276963274158127685394,25,1.9
2051635,.59..2.....3........734.1.....9.........7.83..8..1...414.....6.........2.658..9.1,859162743413758629627349185534986217291475836786213594142597368978631452365824971,24,1.9
2264229,...7......3.....288.79....6.4..6.8...165.......8.......5..7.4..3..2....7.726.5...,164782359935416728827953146243169875716548293598327614659871432381294567472635981,25,1.9
565173,........2.681...7.....394....3...65.1..2.........4.........3.46.26..81....9.7....,935764812468152379712839465283917654154286793697345281871523946526498137349671528,23,1.9
2501238,2..96.....8..4......4..593..53...6...........62......7.3..19.2....2..4...9.6.47..,215963874389147265764825931153472689947386152628591347436719528571238496892654713,25,1.9
840339,...3.......1...84..43..8......4...1..1.58...2275....6....673..........296..9...34,586341297921765843743298156869427315314586972275139468492673581137854629658912734,26,1.9
2924067,...1..2.6..859...3....4......9.2.7.852...4.3..8......1.6..8...2.....3...2......7.,945137286678592143132648597419326758527814639386759421764985312851273964293461875,24,1.9
2156291,...87.....65.....13.8.....2........348.7...1.7..91....6.23...4.....295...5.1.....,214876395965234781378591462521468973489753216736912854692385147147629538853147629,25,1.9
450131,.4..........1....275.4..89....2.4..6.3..189...8...7....7..815.......9...6.......9,142895367869173452753426891597234186236518974481967235974681523325749618618352749,24,1.9
2864129,......68..7..681..4.....5...15....2.......8.19.4.3......7..9............12.5.7.9.,391752684572468139468193572715846923236975841984231765647319258859624317123587496,23,1.9
2916322,..35....2.....1..5.1...2.3.....6....27.......1..394....8..267.1..91......2..5.8.9,643579182892631475517482936934267518276815394158394627385926741769148253421753869,26,1.9
1729597,.695.......53....2....98....2.683......21.6....3.........1...9.47....5...16...87.,369524781785361942241798365127683459894215637653947128538176294472839516916452873,25,1.9
1140906,.17....5..8..2..14..58.7.3.32.4...........1.64......7..6.3...2...4....69.....5...,217634958683529714945817632321476895578293146496158273869341527154782369732965481,25,1.9
323070,..4..39........86..2.4.........3..9...1..84...9.....7153.71....9..5.......7..2...,614853927753129864829467135475231698361978452298645371536714289942586713187392546,23,1.9
745249,9.1.....4....1.6...53...7...42.3...9.....7.....8..9..6.....8......475...5.....2.1,961752384724813695853964712642531879195687423378249156439128567216475938587396241,23,1.9
2406260,.5..62..97........9.1..5.....2.3....83..4..........2.4..4..97.1..9...86.....56...,358462179726913485941875326492637518835241697617598234264389751579124863183756942,24,1.9
