id,puzzle,solution,clues,difficulty
2376858,....4...5.517.23...93...4....5.1...332.4........5...6..6.2379..2....48.7.........,682349175451762389793185426875916243326478591914523768168237954239654817547891632,27,3.1
2945837,.4.......9.....8....2..439.5.........1...94....8.16....5..7..2.2.7.9..8...3..2.1.,645938271931725846782164395529347168316289457478516932154873629267491583893652714,24,3.1
47460,...1.6..4.5..9....3....2.....8.1....4.1..983....8...1.......6......23...1.74....9,789136254254798163316542978628314597471259836593867412832971645945623781167485329,23,3.1
2043834,....5.1.9......7....21396..93...1.......8.......3....4.63..2....2.4....8...51...3,346257189159648732872139645934721856615984327287365914563872491721493568498516273,24,3.1
1437340,..5.43.9.7...........5..2..........6473......91..38....51...9..3.91.24.......9.35,125743698738926541694581273582497316473615829916238754851374962369152487247869135,26,3.1
2161869,....9763.8..........543...84..9..8..5...1.27...7.2...............87..41.93.1.....,142897635893256147675431928421975863569318274387624591716549382258763419934182756,25,3.1
2078005,2...7..5...6.....951...8.2.1...6....6..32.....75.....3.......98.874.26........4..,238974156746251839519638724123865947694327581875149263452716398387492615961583472,25,3.1
1692440,..3.6..2..7.84..59.........9...2.4.....4.6..168....79.....57.....8.....6..9..32..,143569827276841359895372614951728463327496581684135792462957138538214976719683245,25,3.1
654866,.35.....2..7.....1...9.4..6.7...8.5.....5.6......4..3..5.........1........2619...,635871492497562381218934576176398254843257619529146837954723168761485923382619745,21,3.1
2065266,..4.73...57.............6...3...58.9.6..9....2..8.....62...8.4.....42.....9...3.7,984673512576281493312459678437125869168397254295864731621738945753942186849516327,23,3.1
1950422,2.671.....4......38.....46....5.9.8..9...15.27..4.....6.4.......5.....34......9..,236714895541896723879325461412539687398671542765482319624953178957168234183247956,24,3.1
1567957,....9.6..7..1..9.....4.3.....27..39...3.....216....4...4.2..17..1..8......6..4.8.,534892617728156934691473825452768391983541762167329458849235176315687249276914583,25,3.1
1768911,......5.4...62.....8.175.....5..64..........763.....1...39....6.5......929...31..,162389574579624831384175962725816493941532687638497215413958726857261349296743158,24,3.1
862351,.5...1.6.....8.3.4.3.6..12.5....3...6.8.......1.2..4......925..7...4...........89,854321967261987354937654128572413896648579231319268475186792543793845612425136789,24,3.1
2425017,.2.68..7.....9.824.........8....6.42..9........6..4.8575........345..........7.9.,423685179567391824198742653815976342249853716376124985751269438934518267682437591,24,3.1
2622285,7......8.4.....2..96.12.........153...1.45.......8...98....9.4..5....69...4.5...7,712534986435896271968127453289761534371945862546283719827619345153472698694358127,25,3.1
2971627,...7.1...........269..4....95.....1...8..7..3...91..4.......7..1.....2..32.65..9.,245781369871396452693245871952834617418567923736912548584129736169473285327658194,23,3.1
495715,.....6.7..64.1...8...5...23........7...3.5....8..29.....8..7.6...31..8.59..8....2,835296471264713958719548623392681547641375289587429136128957364473162895956834712,25,3.1
701624,.5..84...38....6....6...59.43.9...8.....3..6....5.84.75...2...9..........1....7.4,159684273387295641246371598435967182871432965692518437564723819728149356913856724,25,3.1
1380510,.8...9.6...3...859..7.....42...86.4.....4.3.......25.....4...3...97.....4.8.2....,184259763623174859957863214275386941891547326346912578712498635569731482438625197,24,3.1
1464356,69.2..87....37.2......6....2.......55....649......1.6.4.....9...824......15...3..,694215873158379246327864519276948135531726498849531762463152987782493651915687324,25,3.1
352340,..7...2..6...51.3..3......9...6.7.4......2...4.......3..61......79.26.1..4.....97,587394261692751834134268579925637148713842956468915723356179482879426315241583697,24,3.1
2011563,.5..19..6.21...37.........98...26....7...1.....235....59..7...........64.3.69.5..,753219846921468375684735129845926731379841652162357498596174283217583964438692517,26,3.1
251847,73.....18...16.........75...163..2............8..5...7..1..5..96.32.8.7.....3....,734592618958163742162487593516379284347821956289654137821745369693218475475936821,24,3.1
2896000,2.....1..4.3.5.......4..9.68..61.5.3..5..8.....7.....9...172........9..4.3.....1.,296783145413956782578421936849617523365298471127534869654172398781369254932845617,24,3.1
995273,27...6.............4.75..83..8.2...9..6.34...9....1.2.......8.....3....5.....214.,273486951859213467641759283418625379726934518935871624594167832162348795387592146,23,3.1
1193879,.....567...7.2......3.81......4.35.85...6....92........1...2..5.......13...5....4,482935671157624839693781452761493528534268197928157346819342765245876913376519284,23,3.1
1918069,..4.7..511....6....95.......6....8..3..5...9..29.6.........3.8.......7344..6....2,684972351173456928295831467561729843347518296829364175752143689916285734438697512,24,3.1
2919862,..79..13.4...2..6...8..6.7..3.6..92..45...7..2.......8.....1......76....1.2.4....,657984132419327865328156479831675924945832716276419358764291583593768241182543697,25,3.1
983993,59..3.....3....4....87..96.61.5..7.8........4....8..3..89...67......7...3...9.1.2,591436827736928451428751963612543798853679214974182536289314675145267389367895142,26,3.1
1056054,..7.6...1...9...8.....48..3..6.7.....1.2.....28...4..91....9.....2..14.7.......6.,827563941341927586659148723496875312713296854285314679164759238532681497978432165,23,3.1
2372114,..8.4..1.9...7.....3.....5.7.1..62......2.6..6..1....85....28....7..8.2....6....7,278345916956271483134869752741586239895423671623197548519732864467918325382654197,24,3.1
2884165,...1.3.7........4..2..74935........7..6....2..58..9.63....3....6.5..1....9.8..4..,469153278573982641821674935214368597936517824758249163182436759645791382397825416,25,3.1
2132127,.....4..9.7.......9..1..5....5...4..3.28....1.84.3........2.7.4547..986........9.,856274319471593286923186547715962438392845671684731925139628754547319862268457193,25,3.1
1277652,.3.....7.7..9..8.659..6................2.9..36..3..42...742..5....1....2..3.7.6..,136842975742935816598761234321684597874259163659317428987426351465193782213578649,25,3.1
2360840,....2..1642...1.3.3.....9...8.9.....1.92....8....5........7.6...1......9.4...6751,798325416426791835351684972584917263179263548263458197835179624617542389942836751,25,3.1
2157170,.....7...6.9.4..7..3......958...1...9.......6..156...38..12.....7.8.......5..64..,258917364619243875437685219586391742923478156741562983864129537372854691195736428,24,3.1
503665,..4.....85..31....2....8..1.69...1.4....56.9.....4.7.....7...4.........2.48.9.6..,714925368586317429293468571869273154471856293325149786632781945957634812148592637,24,3.1
1553044,6...9....328...........4..3......3.6...1.8.9.9..6...74.6.281..7..5...6..17.9.....,647392185328516749519874263284759316736148592951623874463281957895437621172965438,26,3.1
2882188,64....8...8.....17....7.3...59.1..2.....9...3..3..5.4.7...4...1....5.6....67.3...,647132895385964217291578364459316728862497153173285946728649531934851672516723489,25,3.1
2709674,8.6..........7.6.8.97..2.5....589..4245....8.......7...6.748..3....9.....8...3..7,816435279524971638397862451671589324245317986938624715162748593753196842489253167,27,3.1
1252750,..3...9.1.....1....2.589.......1....9514.8....74395.......7..3.21.85...7......28.,863247951495631728127589364382716549951428673674395812548972136216853497739164285,28,3.1
2648444,...9....1.2..54.6...9.8......84.....1....32..6..8..49.7.......5..51...89..6....4.,457926831821354967369781524538492176194673258672815493783249615245167389916538742,25,3.1
1188610,.6.1...2.97..4..8....5..4....2......3...1..5.68....9.7...7....3.5.43.8..2...9...5,564178329971243586823569471712985634349617258685324917498752163157436892236891745,26,3.1
2907614,54.9.3..1..........8.17..9.6.....1...3.....47..4..1.23.67...5.8..5.8..12.........,542963871971248356386175294629734185138652947754891623267419538495386712813527469,26,3.1
2431038,13...2..9..5.....8.7..3....35...1.9...1.5...28..4...3...7.6..25...............6.7,136872459295146378478539216352681794741953862869427531987364125624715983513298647,24,3.1
1248723,.....6.5.........4.4.3.7.....2....6.5.......1....698..4..59.7..981.3.....3......2,217846359853921674649357128392185467568473291174269835426598713981732546735614982,23,3.1
713349,.4.....9.....6...3....5.2.8.2..1.6..7.8....3.6..2...7.3.7.......5.1.6.....9.84...,143872596582961743976453218425317689798645132631298475317529864854136927269784351,24,3.1
2893914,............4...682.9..53....2....8..7.36.5..9.6....4.561.....2..3....1.....7....,687231495315497268249685371452719683178364529936852147561948732793526814824173956,23,3.1
2134556,....96...9..538......1.....53.4.2.98..........8..5.4.67.3....6.65....8.4..16..2.9,318296745974538612265147983537462198426981357189753426793824561652319874841675239,28,3.1
2948903,.5.49.....61.857..2....1........6..7..31...9...4...63.5.....2.3....135..1........,357492168961385742248761359815936427623174895794528631576849213489213576132657984,25,3.1
430768,..3.5..2..7........8.4....1.6...4........91.79.26..8......87..33..1..58...6.....9,193758426674912358285463971761834295438529167952671834519287643347196582826345719,25,3.1
2244688,5...2.......1....4..25.9..1..97..1.2...9...3.42.....8...8....192...3...........26,516428793987163254342579861639785142871942635425316987768254319294631578153897426,24,3.1
2142853,9.6.......7......5.5...39.2..53.....1...64.8.7............3.2..4...9.8.3...7.6.4.,926157438374928615851643972685379124132564789749812356568431297417295863293786541,24,3.1
2603702,14...7....3....1..2..5.1...39.1..68.8......17.......4...9.7.5..5..6...9.....9...8,146937852935248176278561439397124685824356917651789243469873521583612794712495368,25,3.1
2657388,..541........3.8.7...6.5..2..9.6.....7.....3...19.7..6.4.8..........1...8..35..29,725418693164239857398675142589163274276584931431927586643892715952741368817356429,25,3.1
2419954,........1..9.41....56.89...3.....7.5.4.8...6..8..7..3.5.82......9.....4........56,874325691239641578156789324312496785947853162685172439568234917791568243423917856,24,3.1
1078823,.....79.....53....4.81..2.7....6..9..6......4.54.1......3.....85......7...9.83..6,615827943297534681438196257371462895862975134954318762723659418586241379149783526,24,3.1
2655144,.....1..9..8.9..2..6..3..7...3..69...4.72...5......6..5..3....17..1.8...3.....76.,472681359138597426965432178253816947649723815817945632596374281724168593381259764,25,3.1
2719850,16...4.3.5...9..42.7....5.96..2.13...8............56...1..........4..95...6.....7,169524738538796142274138569657281394981643275342975681715869423823417956496352817,24,3.1
1653745,....3..8534......2..719...4.897.......485..7.........94............7.2..6...8.9..,962437185341568792857192364589716423234859671716243859478921536193675248625384917,24,3.1
1985934,.....5..45..93..81.8..2......5..4..2.....93.....18.....92....38.5...86....1....2.,139875264524936781786421953915364872248759316367182549692547138453218697871693425,25,3.1
1977296,.3..1.......6..4....4...2.7..74....8..53.....4......1....9...722...3..9..6...5...,632714859578692431914583267397461528125378946486259713853946172241837695769125384,22,3.1
1504319,..5.1....9..7.2.4...1..8.2....4...72.3...1.....2...8...6.9..1..3.4.......1...5..6,425319768983762541671548329198453672736821954542697813267934185354186297819275436,24,3.1
1139468,...85......1.2..6.8..3...5...5..4..2.4....98...3...4.5..2..1..3.7....2..9........,436857129751429368829316754185974632247635981693182475562741893374598216918263547,23,3.1
1895678,6....9.388..7.....35.6......36....9.......2.1.7.2..4....4..57..59.4.............4,647529138819743652352681947236174895485936271971258463124365789598417326763892514,24,3.1
53338,.4.......6...37..5.9...8..11.2..6.8.....1..6.....7...9....4.......2..35...5..14..,741695238628137945593428671132956784974812563856374129269543817417289356385761492,23,3.1
960389,...43895.6...1...........7.....5.4.2.....1...51..2.6....9..5..81.8......435.9....,271438956693517824854269371986753412342681795517924683769145238128376549435892167,25,3.1
2247586,...6...1...6.....7.5...28.....21.3....39..5719.........853....6........2.1...643.,842675913196483257357192864568217349423968571971534628285341796634759182719826435,25,3.1
2274171,....4..611...5.4....4...25.2...9.1.35....7.....84....6...8....2....13....6..2..4.,385249761192756438674381259246598173539167824718432596953874612427613985861925347,25,3.1
2071833,9.....5..2.1.....6.75.9..4.5...7......9..1..4...2.......35..6.....4.2..86....9.2.,964823571281745936375196842542978163739651284816234795423587619197462358658319427,24,3.1
867349,.....4.3.5.8.......9.82...4.2..1.48..6......1..9.........3.1...4.....6..8.7..6.1.,271654839548139762693827154725913486364782591189465327956371248412598673837246915,23,3.1
1542792,.1...96.4...8..31...3........71.89.........5.4...57..........4..86....3.9...651..,215739684794826315863514792657148923128693457439257861371982546586471239942365178,24,3.1
955007,48....3....7.......5..37..1..2..98....5.8.2.7.9.7..5..1....6.......2........1..39,481695372367241958259837641742159863615384297893762514138976425974523186526418739,24,3.1
2891313,.....9872............216..99...4.38.4....7.....5...6..2...9...3......16.38...1...,613459872592783416847216539926145387438967251175832694261598743759324168384671925,24,3.1
931863,..7.....3..15.7..8...9..5..39......4.....4.374....62.....6....2154..........5.1..,587412693961537428243968571392175864615284937478396215839641752154729386726853149,24,3.1
2000372,......5..2....817.5.4..9....3..7..2....2..9..8.2.35..43....7....4.1...9...8.46...,183762549296458173574319286439671825657284931812935764361897452745123698928546317,26,3.1
406257,62....3......7...1...1...9..435.2.6......95....2..1...1..3...4...7.....8..58..6..,621948375359276481784153296943582167816739524572461839168395742237614958495827613,24,3.1
790318,......5.1..4.2..3.3..9.1.74........69.82.6...4.3...........91...1.7..8....2....4.,297483561154627938386951274521874396978236415463195782845369127619742853732518649,24,3.1
126495,....9.....1....2347.6.1.........9.6..9....3...4386..9....6..5..2.5..3.8..3.....1.,354298176819756234726314859172539468698471325543862791981627543265143987437985612,25,3.1
516390,......9.15....8...3.14...5....9....6.5..4..3....8.54...891..3....3.....51...2...9,827563941594218763361497258438972516952641837716835492289156374643789125175324689,25,3.1
747059,8..3.97....1.........81....6..9.5...3.....27......7.9..3.4....51..78...4.6...1...,826359741541276839973814652687925413395148276214637598739462185152783964468591327,24,3.1
1097024,6...5......1.........9..654.......3.3.....4...2.87..1..725.......9.6.2.....21.59.,694758123251436879738921654915642738387195462426873915172589346549367281863214597,24,3.1
981836,.....2516.........52.6..4...4....69...5.8...3.8.3.9.....6..3.5.1......8...42..7..,439872516761534829528691437243715698915486273687329145876143952152967384394258761,25,3.1
2143054,.3.85.....6.31......2..6.8.72....34...87..5......4........7......5.....917..64...,937852416864317925512496783729685341648731592351249867296578134485123679173964258,24,3.1
2310767,.75.2.........3...9..51..24.......6....9...38348...5....4.....6.26..4.7.....71..5,675429381412783659983516724591238467267945138348167592754392816126854973839671245,26,3.1
2794535,.92.8.........4.5..86..............17.3...4.2.1.746.8..........1..2.3.......693.4,492685137371924658586137249648352971753891462219746583935418726164273895827569314,24,3.1
223250,.12...67........5.5..9..4...9.2....7..14.7..3....1..8..89.2..6....8.........6...5,412538679978641352536972418893256147651487923247319586389125764765894231124763895,24,3.1
355862,2..6......46..1.....3.2........1..46.1.9...589...84...4.1.52.....9..6.8......7..4,297638415846571392153429867382715946714963258965284173471852639529346781638197524,26,3.1
197929,..7..54.....4.8.9..9..6.8...52....6....1....478......3...583.2...56.....3....2...,817925436623478195594361872452839761936157284781246953149583627275694318368712549,25,3.1
2301067,.....9..19.87..5.....5..6.7312....7......41....9.....3..74........81.3.......2.68,753649821968721534124583697312958476675234189489176253837465912296817345541392768,25,3.1
865713,.9..........71.4.53.1.2.8..7......5...3...1.7.26............3......85.4..7.4.1.6.,497358216268719435351624879714892653983546127526173984145267398632985741879431562,24,3.1
425427,...2....5.8.5....646.8..7.........27..7.8.5...4..3....3.......92..49.8...7..5....,793264185182579346465813792831645927627981534549732618358126479216497853974358261,24,3.1
2186935,....2....7......5..9..3...7..53..6.86.......9.1......4.24..59...3..91......4....6,463527891781964352592138467275349618648712539319856274124675983836291745957483126,23,3.1
737607,.7..3.......259.13.....78..........52.96......5.7..9..1.......79.8....4....5.3...,572831469864259713391467852417398625289615374653724981145986237938172546726543198,23,3.1
544636,3..1..27.6............3..4....6.......5..1..38...2.6..7.2.53......7.6..8....8...5,354168279629547381178239546437695812265871493891324657782953164543716928916482735,23,3.1
1372566,....1.7....1.58.9....4....2.5.....29......8...9.26...5....76...82.1...7...5...3..,549612783231758496687493512754381629162549837398267145413976258826135974975824361,24,3.1
617906,..2..16.4...87...2.8..5....9..72....63.........8...79..4..3.15.....8...33..4.....,572391684169874532483652971954726318637918245218543796846237159725189463391465827,25,3.1
2828040,..9...746....4...1...2..8..7...382...2.79.5.........1.69...4....5.91...3..1.8....,289153746536847921147269835715638294324791568968425317693574182852916473471382659,26,3.1
123836,5...8.9.6...7...5.8.31.........7..4.4....8..31.9............2.1.8.....3..4.29.5..,527384916914762358863159724238971645476528193159436872395847261782615439641293587,24,3.1
2660197,.7......18.37...9..4...83..7..6..54.....57..6...9..........49..4...3..75.6.1....3,675493821823715694149268357731682549984357216256941738318574962492836175567129483,26,3.1
2612128,4....1.9..72....1....47...6..1.6...7...5..463...7....5.8....6..34.......1...42...,456321798872695314913478256531264987728519463694783125285937641349156872167842539,25,3.1
2319102,..3...7.9.723....5.6.1..38....6..5...3..7.12...851....29..6...77.6.2.............,843256719172389465569147382417632598635978124928514673291465837756823941384791256,27,3.1
409716,....5.8..2....8...1..64.7....4....1.9....6.....5.1.9.6.7......3.314....56...7....,496357821257198634183642759764985312918236547325714986579821463831469275642573198,24,3.1
1590166,.91...............63..4..2.....259.4.5....6...19.78....6...2.4.5738....2.....7..5,891253476245786391637941528786325914352419687419678253168532749573894162924167835,26,3.1
2131780,..51...6...9..2.3.7...5....8......7..2...9....5.4.78.....82.7...74....1.........3,345178269189642537762953481891265374427389156653417892936821745274536918518794623,23,3.1
1756795,..1..3.25.7.2.4...3.........8.....517....69....94.....4..9.53.7....7.1..........8,941863725875294613326517489684739251752186934139452876418925367593678142267341598,24,3.1
2521317,...1.4.8......895.6..52....9...5..7..54..7....1..9.....73.1.6...6..43.15......2..,592134786431678952687529341926351478354867129718492563873215694269743815145986237,27,3.1
516283,...97..6......5..7.2.1....8.5..93.7......8..6..4.....9.8..6...331...2.....6.8..1.,835974261691825347427136958258693174973418526164257839782561493319742685546389712,25,3.1
1026914,.3.5..67..6..8.9.......91.....4....859..7..63.2..........86.7....4.......8.94....,839514672165287934742639185371456298598172463426398517253861749914723856687945321,24,3.1
2803293,4..3......36...........12.....8.297.......36...8.7....9...5.....8.4..19..7.28.4.3,452398716136725849897641235564832971729514368318976524943157682285463197671289453,25,3.1
2683811,..1.......45....7..7.9.2.....3.4.71..1...5...7..1...624...76....3..........52.64.,291437586345681279678952431963248715812765394754193862429376158536814927187529643,25,3.1
2071199,......4..6....2.5.3...1..8...1..43..........8.4..785......3.....68.....9....5.1..,125687493684392751379415682891564327756123948243978516417239865568741239932856174,21,3.1
2079591,.7.....8...5.6....62...4.......4.75...6..5.....4..9.31...5.387.2..9....3.5.......,471392685895761342623854917932148756716235498584679231169523874248917563357486129,24,3.1
2581674,..285.........2.149...1....1.64....24..62.......9....7.6.....9..73.........2..7..,712854936638792514954316278196475382487623159325981647261547893873169425549238761,23,3.1
954507,..2...17.3.75.6.....6....3...1.3.......9.2..5.2..8.9......9..847..3........1..7..,952843176387516429416279538691735842874962315523481967135697284749328651268154793,24,3.1
