id,puzzle,solution,clues,difficulty
647,....3.61.4..67...33..8....7..4.....9..7..3.46.2.....8...1..9.3..85.........26....,572934618498671523316825497634582179857193246129746385761459832285317964943268751,25,5.0
1257,5....6...12..53...7...1...8..3..2....8....6....6...427..2..4......9..2.....1....5,539846172128753964764219538473692851281475693956381427312564789845937216697128345,23,5.0
1807492,..7..3..85.........9.84....1.4......96..7..........3.62..3..8.9.3.29.1...1.4...3.,427153698586729413391846725154632987963578241872914356245361879738295164619487532,25,5.0
2717043,.......5...1.7.9.4...5.2..6..9....72.8......33.5..4.9.2...45.3..6.3.....1........,926431758531678924847592316619853472482917563375264891298145637764329185153786249,24,5.0
2270702,....5...6.5...2....947.81.......5418......3.7..9..4....1.24....7..........53.....,821453976657192834394768152263975418548621397179834265916247583732589641485316729,23,5.0
2601,1....4..75.....3.9.....942...........36....5.2.7...6.461..8.......16.8.......2..1,169234587524876319378519426451623978936748152287951634613487295792165843845392761,24,5.0
1742600,.1.8..36.6....7..9.72......7....9..8.8.2.......1...57..6..8...3...3.......9..54..,915842367643157829872693145724539618586271934391468572167984253458326791239715486,24,5.0
2759139,..47......61.......7...5.2..8......5....1.29....2.9..6...6..7..3....2..91....34..,534726981261948537879135624982364175643517298715289346428691753356472819197853462,23,5.0
855580,.......3...54.......1.268..9.4.6.....3.9.5..1.8......5............2.4.1326...9..4,629851437875493126341726859954162378736985241182347965417638592598274613263519784,24,5.0
2880548,9....46..7..1.9..........87..86..5...2.7.....41...3.....58...4........3.....1...2,982574613763189425154362987398621574526748391417953268275836149841295736639417852,22,5.0
6009,......5.4..1.23......5...3.9..7.....2.7...1.98.......21.64....5.....16.......794.,632978514451623798789514236915742863247836159863195472176489325394251687528367941,24,5.0
1890890,..4.........7.3.4.3812....6..9...4.......5.39....6......3.9.6.8..5....9..6.58....,574816923296753841381249576159328467628475139437961285743192658815634792962587314,24,5.0
9712,....4.....82....6....1...35..3...7.....8.4.......1.98...6..5.799..3...4..2.6.....,537246198182539467649178235863952714791864523254713986316425879975381642428697351,23,5.0
2885009,5.....3....17.....9...6...2....98.37..62...1.85...........514...1.8...59...9...2.,578429361261783945934165872142598637396274518857316294729651483613842759485937126,25,5.0
15089,.....7.6.......1..5.14....2.1.2....6..276.9...9..3.8....4..1....5.9.....3...7.6.4,248317569967852143531496782713289456482765931695134827874621395156943278329578614,25,5.0
2303096,.....5.39..9....1..453..........46.........788...2......14.3.8.6..2.7..1..3..6...,768145239329678514145392867917834625432569178856721493271453986694287351583916742,24,5.0
2378592,4.7..........849...6..1..5...4...32..3...5......9.......6.2.47...2..8..67.......5,497653812125784963863219754514867329239145687678932541956321478342578196781496235,23,5.0
